ICD9Code,ShortDescription
3173,Closure of other fistula of trachea
319,Other operations on larynx and trachea
3193,Replacement of laryngeal or tracheal stent
3201,Endoscopic excision or destruction of lesion or tissue of bronchus
3226,Other and unspecified ablation of lung lesion or tissue
323,Segmental resection of lung
3230,Thoracoscopic segmental resection of lung
326,Radical dissection of thoracic structures
331,Incision of lung
3422,Mediastinoscopy
3504,"Closed heart valvotomy, tricuspid valve"
352,Open and other replacement of heart valve
3534,Infundibulectomy
3541,Enlargement of existing atrial septal defect
3552,"Repair of atrial septal defect with prosthesis, closed technique"
357,Other and unspecified repair of atrial and ventricular septa
3573,Other and unspecified repair of endocardial cushion defect
3598,Other operations on septa of heart
361,Bypass anastomosis for heart revascularization
196,Revision of tympanoplasty
2051,Excision of lesion of middle ear
2099,Other operations on middle and inner ear
2100,"Control of epistaxis, not otherwise specified"
2103,Control of epistaxis by cauterization (and packing)
1753,Percutaneous atherectomy of extracranial vessel(s)
1754,Percutaneous atherectomy of intracranial vessel(s)
1829,Excision or destruction of other lesion of external ear
183,Other excision of external ear
185,Surgical correction of prominent ear
193,Other operations on ossicular chain
203,Diagnostic procedures on middle and inner ear
2059,Other excision of middle ear
2106,Control of epistaxis by ligation of the external carotid artery
2122,Biopsy of nose
214,Resection of nose
2021,Incision of mastoid
2022,Incision of petrous pyramid air cells
210,Control of epistaxis
1735,Laparoscopic left hemicolectomy
1744,Endoscopic robotic assisted procedure
1812,Biopsy of external ear
186,Reconstruction of external auditory canal
202,Incision of mastoid and middle ear
2023,Incision of middle ear
2039,Other diagnostic procedures on middle and inner ear
1529,Other operations on one extraocular muscle
165,Exenteration of orbital contents
1662,Revision and reinsertion of ocular implant
1699,Other operations on eyeball
1752,Implantation or replacement of cardiac contractility modulation [CCM] rechargeable pulse generator only
176,Laser interstitial thermal therapy [LITT] under guidance
1770,Intravenous infusion of clofarabine
191,Stapedectomy
1622,Diagnostic aspiration of orbit
1639,Other evisceration of eyeball
1664,Other revision of enucleation socket
1879,Other plastic repair of external ear
190,Stapes mobilization
1911,Stapedectomy with incus replacement
3229,Other local excision or destruction of lesion or tissue of lung
3332,Artificial pneumothorax for collapse of lung
3348,Other repair and plastic operations on bronchus
3425,Closed [PERCUTANEOUS] [NEEDLE] biopsy of mediastinum
3427,Biopsy of diaphragm
346,Scarification of pleura
3471,Suture of laceration of chest wall
2072,Injection into inner ear
2101,Control of epistaxis by anterior nasal packing
2187,Other rhinoplasty
2252,Sphenoidotomy
226,Other nasal sinusectomy
230,Forceps extraction of tooth
2372,Root canal therapy with apicoectomy
2412,Biopsy of alveolus
3022,Vocal cordectomy
3171,Suture of laceration of trachea
3250,Thoracoscopic pneumonectomy
33,Other operations on lung and bronchus
3325,Open biopsy of bronchus
348,Operations on diaphragm
3481,Excision of lesion or tissue of diaphragm
35,Operations on valves and septa of heart
3512,Open heart valvuloplasty of mitral valve without replacement
3563,Repair of endocardial cushion defect with tissue graft
3595,Revision of corrective procedure on heart
3607,Insertion of drug-eluting coronary artery stent(s)
3613,(AORTO)coronary bypass of three coronary arteries
3699,Other operations on vessels of heart
3721,Right heart cardiac catheterization
373,Pericardiectomy and excision of lesion of heart
3764,Removal of external heart assist system(s) or device(s)
2202,Aspiration or lavage of nasal sinus through natural ostium
222,Intranasal antrotomy
224,Frontal sinusotomy and sinusectomy
225,Other nasal sinusotomy
2319,Other surgical extraction of tooth
237,Apicoectomy and root canal therapy
24,"""other operations on teeth, gums, and alveoli"""
217,Reduction of nasal fracture
2188,Other septoplasty
2411,Biopsy of gum
2439,Other operations on gum
247,Application of orthodontic appliance
251,Excision or destruction of lesion or tissue of tongue
2629,Other excision of salivary gland lesion
2723,Biopsy of lip
2749,Other excision of mouth
2130,"Excision or destruction of lesion of nose, not otherwise specified"
2181,Suture of laceration of nose
2189,Other repair and plastic operations on nose
232,Restoration of tooth by filling
243,Other operations on gum
2509,Other diagnostic procedures on tongue
26,Operations on salivary glands and ducts
2619,Other diagnostic procedures on salivary glands and ducts
270,Drainage of face and floor of mouth
2042,Radical mastoidectomy
2107,Control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall
2109,Control of epistaxis by other means
2129,Other diagnostic procedures on nose
2131,Local excision or destruction of intranasal lesion
2162,Fracture of the turbinates
2191,Lysis of adhesions of nose
2242,Frontal sinusectomy
2271,Closure of nasal sinus fistula
2373,Apicoectomy
2071,Endolymphatic shunt
218,Repair and plastic operations on the nose
22,Operations on nasal sinuses
2201,Puncture of nasal sinus for aspiration or lavage
242,Gingivoplasty
3473,Closure of other fistula of thorax
3507,Endovascular replacement of pulmonary valve
3510,"Open heart valvuloplasty without replacement, unspecified valve"
3513,Open heart valvuloplasty of pulmonary valve without replacement
3526,Open and other replacement of pulmonary valve
3572,Other and unspecified repair of ventricular septal defect
36,Operations on vessels of heart
3611,(AORTO)coronary bypass of one coronary artery
3616,Double internal mammary-coronary artery bypass
2061,Fenestration of inner ear (INITIAL)
2104,Control of epistaxis by ligation of ethmoidal arteries
2105,Control of epistaxis by (TRANSANTRAL) ligation of the maxillary artery
2212,Open biopsy of nasal sinus
2253,Incision of multiple nasal sinuses
249,Other dental operations
205,Other excision of middle ear
2098,"Implantation or replacement of cochlear prosthetic device, multiple channel"
2184,Revision rhinoplasty
221,Diagnostic procedures on nasal sinus
231,Surgical removal of tooth
234,Other dental restoration
2370,"Root canal, not otherwise specified"
2501,Closed [NEEDLE] biopsy of tongue
2612,Open biopsy of salivary gland or duct
273,Excision of lesion or tissue of bony palate
2743,Other excision of lesion or tissue of lip
2819,Other diagnostic procedures on tonsils and adenoids
283,Tonsillectomy with adenoidectomy
3351,Unilateral lung transplantation
337,Other endoscopic procedures in bronchus or lung
3371,"Endoscopic insertion or replacement of bronchial valve(s), single lobe"
342,"""diagnostic procedures on chest wall, pleura, mediastinum, and diaphragm"""
344,Excision or destruction of lesion of chest wall
3452,Thoracoscopic decortication of lung
3482,Suture of laceration of diaphragm
3560,Repair of unspecified septal defect of heart with tissue graft
3617,Abdominal-coronary artery bypass
3755,Removal of internal biventricular heart replacement system
376,Implantation of heart and circulatory assist
377,"""insertion, revision, replacement, and removal of leads; insertion of temporary pacemaker system; or revision of cardiac device pocket"""
3770,"Initial insertion of lead [ELECTRODE], not otherwise specified"
3783,Initial insertion of dual-chamber device
3794,"Implantation or replacement of automatic cardioverter/defibrillator, total system [AICD]"
3795,Implantation of automatic cardioverter/defibrillator lead(s) only
3801,"Incision of vessel, intracranial vessels"
3808,"Incision of vessel, lower limb arteries"
3798,Replacement of automatic cardioverter/defibrillator pulse generator only
3802,"Incision of vessel, other vessels of head and neck"
3816,"Endarterectomy, abdominal arteries"
382,Diagnostic procedures on blood vessels
3845,"Resection of vessel with replacement, thoracic vessels"
387,Interruption of the vena cava
3886,"Other surgical occlusion of vessels, abdominal arteries"
3887,"Other surgical occlusion of vessels, abdominal veins"
3930,Suture of unspecified blood vessel
3954,Re-entry operation (AORTA)
396,Extracorporeal circulation and procedures auxiliary to heart surgery
397,Endovascular procedures on vessel(s)
3985,Revision of carotid sinus stimulation pulse generator
3989,"Other operations on carotid body, carotid sinus and other vascular bodies"
403,Regional lymph node excision
41,Operations on bone marrow and spleen
4139,Other diagnostic procedures on spleen
2642,Closure of salivary fistula
274,Excision of other parts of mouth
2752,Suture of laceration of other part of mouth
277,Operations on uvula
2772,Excision of uvula
2891,Removal of foreign body from tonsil and adenoid by incision
3474,Repair of pectus deformity
3485,Implantation of diaphragmatic pacemaker
3535,Operations on trabeculae carneae cordis
3583,Total repair of truncus arteriosus
3602,Single vessel percutaneous transluminal coronary angioplasty [PTCA] or coronary atherectomy with mention of thrombolytic agent
3612,(AORTO)coronary bypass of two coronary arteries
362,Heart revascularization by arterial implant
272,Diagnostic procedures on oral cavity
2724,"Biopsy of mouth, unspecified structure"
2729,Other diagnostic procedures on oral cavity
2779,Other operations on uvula
2932,Pharyngeal diverticulectomy
253,Complete glossectomy
2699,Other operations on salivary gland or duct
2759,Other plastic repair of mouth
2763,Revision of cleft palate repair
2791,Labial frenotomy
2811,Biopsy of tonsils and adenoids
286,Adenoidectomy without tonsillectomy
2912,Pharyngeal biopsy
024,"""revision, removal, and irrigation of ventricular shunt"""
0243,Removal of ventricular shunt
0321,Percutaneous chordotomy
0339,Other diagnostic procedures on spinal cord and spinal canal structures
046,Transposition of cranial and peripheral nerves
2611,Closed [NEEDLE] biopsy of salivary gland or duct
2641,Suture of laceration of salivary gland
2753,Closure of fistula of mouth
2754,Repair of cleft lip
2933,Pharyngectomy (PARTIAL)
369,Other operations on vessels of heart
37,Other operations on heart and pericardium
3761,Implant of pulsation balloon
3768,Insertion of percutaneous external heart assist device
378,"""insertion, replacement, removal, and revision of pacemaker device"""
3793,Injection of therapeutic substance into pericardium
3804,"Incision of vessel, aorta"
2631,Partial sialoadenectomy
2757,Attachment of pedicle or flap graft to lip and mouth
