ICD9Code,ShortDescription
127,Other intestinal helminthiases
1272,Strongyloidiasis
1273,Trichuriasis
1274,Enterobiasis
129,"Intestinal parasitism, unspecified"
1305,Hepatitis due to toxoplasmosis
1322,Phthirus pubis [pubic louse]
133,Acariasis
1338,Other acariasis
1341,Other arthropod infestation
140,Malignant neoplasm of lip
1488,Malignant neoplasm of other specified sites of hypopharynx
1532,Malignant neoplasm of descending colon
1550,"Malignant neoplasm of liver, primary"
1570,Malignant neoplasm of head of pancreas
1572,Malignant neoplasm of tail of pancreas
1608,Malignant neoplasm of other accessory sinuses
1611,Malignant neoplasm of supraglottis
1638,Malignant neoplasm of other specified sites of pleura
1640,Malignant neoplasm of thymus
1705,Malignant neoplasm of short bones of upper limb
1724,Malignant melanoma of skin of scalp and neck
17349,Other specified malignant neoplasm of scalp and skin of neck
17382,Squamous cell carcinoma of other specified sites of skin
183,Malignant neoplasm of ovary and other uterine adnexa
1875,Malignant neoplasm of epididymis
1880,Malignant neoplasm of trigone of urinary bladder
1882,Malignant neoplasm of lateral wall of urinary bladder
1886,Malignant neoplasm of ureteric orifice
1894,Malignant neoplasm of paraurethral glands
1913,Malignant neoplasm of parietal lobe
1915,Malignant neoplasm of ventricles
1919,"Malignant neoplasm of brain, unspecified"
1949,"Malignant neoplasm of endocrine gland, site unspecified"
1952,Malignant neoplasm of abdomen
19881,Secondary malignant neoplasm of breast
199,Malignant neoplasm without specification of site
20007,"Reticulosarcoma, spleen"
20030,"Marginal zone lymphoma, unspecified site, extranodal and solid organ sites"
20036,"Marginal zone lymphoma, intrapelvic lymph nodes"
20037,"Marginal zone lymphoma, spleen"
20038,"Marginal zone lymphoma, lymph nodes of multiple sites"
20047,"Mantle cell lymphoma, spleen"
20162,"Hodgkin's disease, mixed cellularity, intrathoracic lymph nodes"
20173,"Hodgkin's disease, lymphocytic depletion, intra-abdominal lymph nodes"
20190,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"
20204,"Nodular lymphoma, lymph nodes of axilla and upper limb"
20220,"Sezary's disease, unspecified site, extranodal and solid organ sites"
20224,"Sezary's disease, lymph nodes of axilla and upper limb"
20236,"Malignant histiocytosis, intrapelvic lymph nodes"
20247,"Leukemic reticuloendotheliosis, spleen"
20263,"Malignant mast cell tumors, intra-abdominal lymph nodes"
20274,"Peripheral t cell lymphoma, lymph nodes of axilla and upper limb"
20295,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb"
20402,"Acute lymphoid leukemia, in relapse"
20691,"Unspecified monocytic leukemia, in remission"
20922,Malignant carcinoid tumor of the thymus
20964,Benign carcinoid tumor of the kidney
20970,"Secondary neuroendocrine tumor, unspecified site"
2127,Benign neoplasm of heart
2165,"Benign neoplasm of skin of trunk, except scrotum"
2224,Benign neoplasm of scrotum
225,Benign neoplasm of brain and other parts of nervous system
22804,Hemangioma of intra-abdominal structures
2281,"Lymphangioma, any site"
2309,Carcinoma in situ of other and unspecified digestive organs
2330,Carcinoma in situ of breast
2339,Carcinoma in situ of other and unspecified urinary organs
2370,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct
2379,Neoplasm of uncertain behavior of other and unspecified parts of nervous system
23879,Other lymphatic and hematopoietic tissues
2396,Neoplasm of unspecified nature of brain
2398,Neoplasms of unspecified nature of other specified sites
23989,"Neoplasms of unspecified nature, other specified sites"
0043,Shigella sonnei
0049,"Shigellosis, unspecified"
0084,Intestinal infection due to other specified bacteria
00861,Enteritis due to rotavirus
01004,"Primary tuberculous infection, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01082,"Other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)"
01101,"Tuberculosis of lung, infiltrative, bacteriological or histological examination not done"
0112,Tuberculosis of lung with cavitation
01136,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01170,"Tuberculous pneumothorax, unspecified"
01186,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
0128,Other specified respiratory tuberculosis
01283,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy"
013,Tuberculosis of meninges and central nervous system
01323,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy"
01334,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01353,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy"
0136,Tuberculous encephalitis or myelitis
01386,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01484,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
0156,Tuberculosis of mastoid
01565,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01571,"Tuberculosis of other specified bone, bacteriological or histological examination not done"
01600,"Tuberculosis of kidney, unspecified"
01620,"Tuberculosis of ureter, unspecified"
0164,Tuberculosis of epididymis
0038,Other specified salmonella infections
0058,Other bacterial food poisoning
0069,"Amebiasis, unspecified"
0070,Balantidiasis
00841,Intestinal infection due to staphylococcus
01011,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination not done"
01104,"Tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01106,"Tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01115,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01153,"Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy"
0117,Tuberculous pneumothorax
01172,"Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)"
01204,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01300,"Tuberculous meningitis, unspecified"
01303,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy"
01340,"Tuberculoma of spinal cord, unspecified"
01354,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
0139,Unspecified tuberculosis of central nervous system
01394,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
0140,Tuberculous peritonitis
01404,"Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01480,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified"
01573,"Tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy"
01574,"Tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01585,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01631,"Tuberculosis of other urinary organs, bacteriological or histological examination not done"
01654,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
0023,Paratyphoid fever c
0029,"Paratyphoid fever, unspecified"
0030,Salmonella gastroenteritis
0031,Salmonella septicemia
00320,"Localized salmonella infection, unspecified"
0054,Food poisoning due to vibrio parahaemolyticus
00581,Food poisoning due to vibrio vulnificus
0061,Chronic intestinal amebiasis without mention of abscess
00803,Intestinal infection due to enteroinvasive e. coli
00804,Intestinal infection due to enterohemorrhagic e. coli
00809,Intestinal infection due to other intestinal e. coli infections
0081,Intestinal infection due to arizona group of paracolon bacilli
0090,"Infectious colitis, enteritis, and gastroenteritis"
0108,Other primary progressive tuberculosis
01100,"Tuberculosis of lung, infiltrative, unspecified"
01113,"Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy"
01121,"Tuberculosis of lung with cavitation, bacteriological or histological examination not done"
01175,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01176,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
0119,Unspecified pulmonary tuberculosis
01212,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)"
01215,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01216,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01220,"Isolated tracheal or bronchial tuberculosis, unspecified"
01230,"Tuberculous laryngitis, unspecified"
0130,Tuberculous meningitis
01310,"Tuberculoma of meninges, unspecified"
01312,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)"
01313,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy"
0022,Paratyphoid fever b
00321,Salmonella meningitis
00322,Salmonella pneumonia
0074,Cryptosporidiosis
0111,Tuberculosis of lung nodular
01130,"Tuberculosis of bronchus, unspecified"
01161,"Tuberculous pneumonia [any form], bacteriological or histological examination not done"
01164,"Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01166,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
